Address,Price,Property Type,Bedrooms,Bathrooms,Size
"Sirdar Road, London, W11","£2,125,000",Terraced,3.0,3.0,"1,745 sq ft"
"Wrentham Avenue, NW10","£2,125,000",House,4.0,1.0,"1,906 sq ft"
"14 Cleland House, 32 John Islip Street, London, SW1P","£2,124,000",Flat,2.0,2.0,Ask agent
"The Lucan, 2 Lucan Place, London","£2,110,000",Flat,1.0,1.0,781 sq ft
"31.09, One Bishopsgate Plaza, City Of London, EC3A","£2,105,000",Flat,2.0,1.0,863 sq ft
"Harbour Avenue, London, SW10","£2,100,000",Apartment,2.0,2.0,"1,224 sq ft"
"West Heath Road, Hampstead","£2,100,000",Apartment,3.0,2.0,Ask agent
"Hallam Street, London, W1W","£2,100,000",Apartment,2.0,2.0,Ask agent
"Stanhope Gardens, South Kensington SW7","£2,100,000",Flat,3.0,3.0,"1,404 sq ft"
"Jubilee Walk, London, WC1X","£2,100,000",Penthouse,2.0,2.0,"1,127 sq ft"
"St. Georges Avenue, Tufnell Park","£2,100,000",House,5.0,2.0,Ask agent
"St Lukes Mews, London, W11","£2,100,000",Terraced,3.0,2.0,"1,174 sq ft"
"Petersham Road, Petersham, Richmond, TW10","£2,100,000",Flat,3.0,2.0,"1,445 sq ft"
"Oakwood Court, Abbotsbury Road, Kensington, W14","£2,100,000",Apartment,3.0,2.0,Ask agent
"The Green, RICHMOND, TW9","£2,100,000",Terraced,3.0,2.0,"1,776 sq ft"
"Trinity Church Road, London, SW13","£2,100,000",End of Terrace,4.0,3.0,"1,801 sq ft"
"Cleveland Street, W1T","£2,100,000",Apartment,2.0,2.0,926 sq ft
"White City Living, London W12","£2,100,000",Flat,3.0,3.0,"1,240 sq ft"
"Wardo Avenue, London, SW6","£2,100,000",Terraced,5.0,2.0,"2,068 sq ft"
"Cinnabar Wharf West, 22 Wapping High Street, London, E1W","£2,000,000",Apartment,3.0,3.0,Ask agent
"Makepeace Avenue, Highgate","£2,100,000",House,4.0,2.0,Ask agent
"Chiltern Court, 
Baker Street, NW1","£2,100,000",Flat,4.0,2.0,"1,735 sq ft"
"Queen's Gate Place Mews, South Kensington, SW7","£2,100,000",Apartment,2.0,2.0,"1,552 sq ft"
"St. George Wharf, Vauxhall","£2,100,000",Flat,3.0,2.0,Ask agent
"Hartismere Road, Munster Village, London, SW6","£2,100,000",End of Terrace,5.0,4.0,"2,342 sq ft"
"Bridge Lane, NW11","£2,100,000",Detached,7.0,5.0,"2,968 sq ft"
"Warrington Crescent, Little Venice, London, W9","£2,100,000",Apartment,3.0,3.0,"1,610 sq ft"
"Ebury Street, Belgravia SW1","£2,100,000",Apartment,2.0,2.0,681 sq ft
"One Blackfriars , Blackfriars Road , Southwark","£2,100,000",Apartment,2.0,2.0,"1,050 sq ft"
"Warrington Crescent, 
Little Venice, W9","£2,100,000",Maisonette,3.0,3.0,"1,610 sq ft"
"3 Riverlight Quay, Nine Elms, London SW1","£2,100,000",Apartment,3.0,3.0,Ask agent
"Porchester Gardens, Bayswater, London, W2 4DF","£2,100,000",Apartment,1.0,1.0,630 sq ft
"Waterfall Road, London, N14","£2,100,000",Detached,5.0,5.0,"3,517 sq ft"
"Bolton Gardens, London, SW5","£2,100,000",Flat,3.0,1.0,"1,285 sq ft"
"Altitude Point, E1","£2,100,000",Penthouse,3.0,2.0,Ask agent
"Royal Place, Greenwich","£2,100,000",House,4.0,3.0,Ask agent
"Cleveland Avenue, Chiswick","£2,100,000",House,4.0,3.0,Ask agent
"Eton Avenue, London, NW3","£2,100,000",Apartment,5.0,2.0,Ask agent
"Eardley Crescent, Earls Court, London, SW5","£2,100,000",Maisonette,3.0,2.0,"1,464 sq ft"
"Park Mansions, Knightsbridge, London, SW1X","£2,100,000",Apartment,2.0,2.0,Ask agent
"Curzon Road, Muswell Hill, London, N10","£2,100,000",End of Terrace,5.0,3.0,Ask agent
"Riverlight Quay, Nine Elms, London, SW11","£2,100,000",Apartment,3.0,3.0,"1,490 sq ft"
"The Courthouse, 70 Horseferry Road, London, SW1P","£2,100,000",Apartment,3.0,3.0,"1,411 sq ft"
"Devereux Road, SW11","£2,100,000",House,5.0,4.0,Ask agent
"Graham Terrace, Belgravia, London, SW1W","£1,995,000",Terraced,2.0,2.0,854 sq ft
"One Blackfriars, 1 Blackfriars Road, London, SE1","£2,100,000",Flat,2.0,2.0,"1,300 sq ft"
"Tring Avenue, Ealing, W5","£2,100,000",Detached,8.0,2.0,Ask agent
"De Vere Gardens, South Kesington, W8","£2,100,000",Apartment,2.0,2.0,Ask agent
"Oakwood Court, London, W14","£2,100,000",Flat,2.0,2.0,"1,556 sq ft"
"Petersham Road, Richmond, TW10","£2,100,000",Apartment,3.0,2.0,"1,383 sq ft"
"Queen's Gate Place Mews, South Kensington SW7","£2,100,000",Apartment,2.0,2.0,"1,584 sq ft"
"Blackfriars Road, London, SE1","£2,100,000",Flat,2.0,2.0,"1,058 sq ft"
"One Blackfriars, Bankside, London","£2,100,000",Apartment,2.0,2.0,Ask agent
"Oakleigh Park North, London, N20","£2,100,000",Semi-Detached,5.0,3.0,Ask agent
"Hungerford Road, London, N7","£2,100,000",Semi-Detached,6.0,2.0,Ask agent
"Oakleigh Park North, Whetstone","£2,100,000",Semi-Detached,5.0,3.0,Ask agent
"High Beeches, West Heath Road, Hampstead, NW3","£2,100,000",Flat,3.0,2.0,"2,049 sq ft"
"Cleveland Street, London, W1T","£2,100,000",Apartment,2.0,2.0,928 sq ft
"St George Wharf, Vauxhall, London, SW8","£2,100,000",Apartment,2.0,2.0,"1,450 sq ft"
"St John's Wood High Street, St John's Wood, London, NW8","£2,100,000",Apartment,4.0,3.0,"1,971 sq ft"
"Cole Park Road, Twickenham","£2,100,000",Detached,5.0,2.0,Ask agent
"Fellows Road, London, NW3","£2,100,000",Apartment,3.0,2.0,"1,438 sq ft"
"Church Vale, London, N2","£2,100,000",Semi-Detached,4.0,1.0,"1,716 sq ft"
"Sumner Place, London, SW7","£2,100,000",Flat,2.0,2.0,"1,489 sq ft"
"Trinity House, Kensington High Street, London W14","£2,100,000",Apartment,3.0,2.0,Ask agent
"Gledhow Gardens, London, SW5","£2,100,000",Apartment,2.0,2.0,"1,108 sq ft"
"Heathcroft, Ealing, London, W5","£2,100,000",House,4.0,3.0,"2,436 sq ft"
"Wormholt Road, Shepherds Bush","£2,100,000",House,5.0,4.0,Ask agent
"Central Avenue, London, SW6","£2,100,000",Maisonette,2.0,2.0,"1,200 sq ft"
"One Bishopsgate Plaza, 150 Bishopsgate, City Of London, EC3A","£2,100,000",Flat,2.0,1.0,950 sq ft
"The Heron, Moor Lane, London, EC2Y","£2,100,000",Apartment,2.0,2.0,920 sq ft
"Central Avenue, Fulham, London, SW6","£2,100,000",Flat,2.0,2.0,"1,215 sq ft"
"West End Gate, Paddington, London, W2","£2,100,000",Flat,3.0,3.0,"1,033 sq ft"
Ennismore Gardens,"£2,100,000",Ground Flat,2.0,,"1,512 sq ft"
"Derwent Avenue, Kingston Vale, London, SW15","£2,100,000",Detached,5.0,4.0,"2,547 sq ft"
"Cleveland Street, Fitzrovia, London, W1T","£2,100,000",Flat,2.0,2.0,928 sq ft
"Hanover House, St John's Wood High Street, St John's Wood, London, NW8","£2,100,000",Apartment,4.0,3.0,"1,971 sq ft"
"Ennismore Gardens, London, SW7","£2,100,000",Flat,2.0,2.0,"1,512 sq ft"
Auteuil,"£2,100,000",Town House,6.0,5.0,"2,385 sq ft"
"Lancaster Gate, Bayswater","£2,100,000",Flat,4.0,3.0,Ask agent
"Riverlight Quay, Nine Elms, London, SW11","£2,100,000",Apartment,3.0,3.0,Ask agent
Wendover Court,"£2,100,000",Apartment,2.0,1.0,800 sq ft
"City Road, Old Street, EC1V 2AG","£2,100,000",Apartment,3.0,3.0,"1,461 sq ft"
"Riverwalk, Fulham Riverside, Fulham, SW6","£2,100,000",Duplex,2.0,2.0,"1,217 sq ft"
"Stanhope Gardens, South Kensington","£2,100,000",Flat,3.0,3.0,Ask agent
"Myddelton Park, London, N20","£2,100,000",Detached,5.0,4.0,"2,811 sq ft"
"Alie Street, London, E1","£2,100,000",Penthouse,2.0,3.0,"1,235 sq ft"
"York Place, London, SW11","£2,100,000",Flat,3.0,3.0,Ask agent
"Garrett Mansions, London, W2","£2,100,000",Flat,3.0,2.0,"1,032 sq ft"
"Warrington Crescent, London","£2,100,000",Flat,2.0,1.0,Ask agent
"The Phoenix, Bird Street, Marylebone","£2,100,000",Flat,2.0,2.0,950 sq ft
"Hartismere Road, London","£2,100,000",End of Terrace,5.0,4.0,"2,277 sq ft"
"Tytherton Road,, Tufnell Park, London, N19","£2,100,000",Apartment,5.0,2.0,"2,725 sq ft"
"4 Riverlight Quay, Nine Elms, London SW11","£2,100,000",Flat,3.0,3.0,"1,489 sq ft"
"Gatliff Road, London, SW1W","£2,099,000",Apartment,3.0,2.0,"1,569 sq ft"
"Avenue Road, London, NW8","£2,095,000",Apartment,3.0,3.0,"1,732 sq ft"
"Wellington House, 70 Buckingham Gate, London, SW1E","£2,095,000",Apartment,3.0,2.0,"1,321 sq ft"
"Luttrell Avenue, London, SW15","£2,095,000",Semi-Detached,5.0,2.0,"2,573 sq ft"
"Maida Vale, London, W9","£2,095,000",Flat,3.0,2.0,"1,981 sq ft"
"The Haydon, 
15-16 Minories, 
London, 
EC3N 1AX","£2,075,000",Apartment,3.0,3.0,"1,343 sq ft"
"The Haydon, 16 Minories","£2,075,000",Apartment,3.0,3.0,"1,343 sq ft"
"Marylebone Mansions, Marylebone, W1","£2,070,000",Duplex,3.0,3.0,"1,458 sq ft"
"The Corniche, Tower Two, 23 Albert Embankment, Vauxhall, London, SE1","£2,070,000",Flat,2.0,2.0,"1,489 sq ft"
"Corringway, Ealing, W5","£2,050,000",Detached,6.0,2.0,Ask agent
"Portugal Street, London, WC2A","£2,050,000",Flat,2.0,2.0,837 sq ft
"Lansdowne Gardens, London, SW8","£2,050,000",Semi-Detached,4.0,2.0,"2,407 sq ft"
"Ross Court, Putney Hill, SW15","£2,050,000",Detached,5.0,4.0,"3,695 sq ft"
"Eccleston Square, 
Westminster, SW1V","£2,050,000",Flat,4.0,2.0,"1,653 sq ft"
"80 Houndsditch, One Bishopsgate Plaza, London","£2,050,000",Flat,2.0,2.0,946 sq ft
"One Blackfriars, Blackfriars, London, SE1","£2,050,000",Apartment,2.0,2.0,"1,356 sq ft"
"Akehurst Street, London, SW15","£2,050,000",Semi-Detached,6.0,3.0,"2,562 sq ft"
"Triptych Bankside, 185 Park Street  London","£2,050,000",Flat,2.0,2.0,"1,084 sq ft"
"Connaught Drive, Hampstead Garden Suburb Borders","£2,050,000",Detached,7.0,3.0,Ask agent
"Duchess Walk, London, SE1","£2,050,000",Flat,3.0,3.0,"1,323 sq ft"
"The Corniche, Tower One, 24 Albert Embankment, Vauxhall, London, SE1","£2,050,000",Flat,2.0,2.0,"1,489 sq ft"
"Fulham, London, SW6","£2,050,000",Apartment,2.0,2.0,Ask agent
"Sloane Building, Chelsea, London, SW10","£2,000,000",Flat,2.0,2.0,"1,563 sq ft"
"9, Millbank, London, SW1P","£2,050,000",Apartment,2.0,2.0,926 sq ft
"Stafford Place, London, SW1E","£2,050,000",Apartment,3.0,2.0,"1,853 sq ft"
"Vaughan Avenue, London, NW4","£2,050,000",Detached,5.0,4.0,Ask agent
"The Bishops Avenue, Hampstead Garden Suburb","£2,030,000",Apartment,2.0,2.0,Ask agent
"25 The Bishops Avenue, N2","£2,030,000",Apartment,3.0,2.0,"1,400 sq ft"
"Powerhouse, Chelsea Waterfront,  Lots Road, Chelsea, London  SW10 0QD","£2,030,000",Flat,3.0,3.0,"1,281 sq ft"
"Wandsworth Mills, Wandsworth, London, SW18","£2,023,000",Flat,3.0,2.0,"1,337 sq ft"
"Wandsworth Mills, Wandsworth, SW18","£2,023,000",Flat,4.0,3.0,"1,337 sq ft"
"The Founding, Canada Water, London, SE16","£2,016,500",Apartment,3.0,2.0,"1,042 sq ft"
"The Founding, SE16","£2,016,500",Apartment,3.0,2.0,"1,042 sq ft"
"Triptych Bankside, 185 Park Street, London, SE1","£2,010,000",Apartment,2.0,2.0,"1,119 sq ft"
"Triptych Bankside, London","£2,010,000",Flat,2.0,2.0,"1,119 sq ft"
"Carnation Way, London, SW8","£2,008,000",Apartment,3.0,2.0,Ask agent
"Candlemakers Apartments, 112 York Road, London, SW11","£2,000,000",Penthouse,3.0,3.0,"2,262 sq ft"
"Tredegar Square, London E3","£2,000,000",Detached,4.0,4.0,"2,377 sq ft"
"Lowndes Square, London","£2,000,000",Flat,2.0,2.0,"1,440 sq ft"
"Buckingham Palace Road, Victoria, London, SW1W","£2,000,000",Flat,2.0,2.0,948 sq ft
"Old Street, Old Street, London, EC1Y","£2,000,000",Flat,2.0,3.0,"1,542 sq ft"
"Rathbone Square, Westminister, W1T","£2,000,000",Apartment,2.0,2.0,Ask agent
"Beverly House, St. John's Wood, NW8","£2,000,000",Flat,3.0,2.0,"1,850 sq ft"
"Sandy Lane, Petersham","£2,000,000",Detached,5.0,2.0,Ask agent
"John Islip Street, London, SW1P","£2,000,000",Apartment,2.0,2.0,"1,210 sq ft"
"Bondway, Parry Street, Nine Elms, London, SW8","£2,000,000",Apartment,3.0,3.0,Ask agent
"Montagu Court, 
27-29 Montagu Square, W1H","£2,000,000",Flat,2.0,2.0,"1,248 sq ft"
"Buckingham Street, Strand WC2","£2,000,000",Apartment,3.0,2.0,"1,141 sq ft"
"Broom Road, Teddington, TW11","£2,000,000",Flat,3.0,3.0,Ask agent
Imperial Wharf The Boulevard SW6,"£2,000,000",Flat,3.0,3.0,Ask agent
"The Stage, 22 Hewett Street, London, EC2A","£2,000,000",Apartment,3.0,3.0,"1,686 sq ft"
"King's Road Park, King's Road, London, SW6","£2,000,000",Apartment,3.0,2.0,"1,014 sq ft"
"Cleland House, 32 John Islip Street, Westminster, SW1P","£2,000,000",Apartment,2.0,2.0,"1,186 sq ft"
"Capital Building, New Union Square, SW11","£2,000,000",Apartment,3.0,2.0,Ask agent
Beadon Road Hammersmith W6,"£2,000,000",Apartment,3.0,2.0,Ask agent
"Tantallon Road, London, SW12","£2,000,000",End of Terrace,6.0,5.0,"3,043 sq ft"
"Damac Tower, 67 Bondway, London, SW8","£2,000,000",Apartment,3.0,3.0,"1,459 sq ft"
"Sandy Lane, Petersham, TW10","£2,000,000",Detached,5.0,2.0,"2,293 sq ft"
"Mark House, Mayfair, London, W1S","£2,000,000",Flat,2.0,2.0,930 sq ft
"Westbourne Park Villas, Notting Hill, W2","£2,000,000",Apartment,2.0,2.0,"1,304 sq ft"
"Airedale Avenue, London, W4","£2,000,000",Semi-Detached,5.0,2.0,"2,661 sq ft"
"North Park, London","£2,000,000",Detached,5.0,3.0,Ask agent
"New Cavendish Street, London, W1W","£2,000,000",Apartment,3.0,3.0,"1,517 sq ft"
"Buckingham Street, Covent Garden, London, WC2N","£2,000,000",Apartment,3.0,2.0,"1,146 sq ft"
"Eccleston Square, SW1V","£2,000,000",Flat,2.0,3.0,"1,517 sq ft"
"Sandy Lane, Richmond, TW10","£2,000,000",House,5.0,2.0,"2,293 sq ft"
"Craven Street, London, WC2N","£2,000,000",Flat,3.0,3.0,"2,002 sq ft"
"Hallam Street, London, W1W","£2,000,000",Flat,2.0,2.0,Ask agent
"Cromwell Road, London, SW5","£2,000,000",Maisonette,4.0,4.0,"2,306 sq ft"
"Quickswood, Primrose Hill, NW3","£2,000,000",Semi-Detached,4.0,2.0,"1,379 sq ft"
"Billing Street, Chelsea, London, SW10","£2,000,000",Detached,3.0,3.0,"1,198 sq ft"
"Eyre Court, Finchley Road, St John's Wood, London, NW8","£2,000,000",Apartment,3.0,2.0,"1,622 sq ft"
"Harmood Street, London, NW1","£2,000,000",Terraced,3.0,2.0,Ask agent
"Inverness Terrace, Bayswater","£2,000,000",Terraced,5.0,3.0,Ask agent
"No.1, 18 Cutter Lane, Upper Riverside, Greenwich Peninsula, SE10","£2,000,000",Flat,3.0,2.0,"1,622 sq ft"
"Richmond Buildings, Soho W1","£2,000,000",Apartment,3.0,3.0,"1,162 sq ft"
"Totteridge Village, Totteridge, London, N20","£2,000,000",House,3.0,3.0,Ask agent
"Ridgeway Gardens, Highgate","£2,000,000",Detached,4.0,2.0,Ask agent
"Craven Street, Covent Garden, London, WC2N","£2,000,000",Flat,3.0,3.0,"2,127 sq ft"
"Beaufort Gardens, SW3","£2,000,000",Apartment,2.0,2.0,"1,249 sq ft"
"Redcliffe Square, London, SW10","£2,000,000",Flat,2.0,2.0,"1,005 sq ft"
"Leathwaite Road, SW11","£2,000,000",Terraced,4.0,3.0,Ask agent
"DAMAC Tower, Bondway","£2,000,000",Apartment,3.0,2.0,"1,459 sq ft"
"Bondway, Nine Elms, SW8","£2,000,000",Apartment,3.0,3.0,"1,500 sq ft"
"Burnaby Street, Chelsea, London, SW10","£2,000,000",House,4.0,3.0,"1,745 sq ft"
"High Street, Acton W3 6RA","£2,000,000",Apartment,6.0,2.0,Ask agent
"Mount Gardens, London, SE26","£2,000,000",Detached,4.0,2.0,"2,464 sq ft"
"Wimbledon, London, SW19","£2,000,000",Detached,,,Ask agent
"Royal Crescent, London, W11","£2,000,000",Apartment,3.0,2.0,"1,400 sq ft"
"Bagshaw Building, Wardian, London, E14","£2,000,000",Apartment,2.0,2.0,"1,264 sq ft"
"Whittlebury Mews West, Primrose Hill, London, NW1","£2,000,000",Terraced,4.0,4.0,"2,183 sq ft"
"Lyndhurst Square, Peckham Rye","£2,000,000",Detached,5.0,2.0,Ask agent
"Farleigh Road, Stoke Newington, N16","£2,000,000",Terraced,4.0,3.0,Ask agent
"York Mansions, Prince Of Wales Drive, Battersea, London, SW11","£2,000,000",Flat,4.0,3.0,"2,050 sq ft"
"Albert Embankment, The Corniche","£2,000,000",Apartment,3.0,3.0,"1,349 sq ft"
"Rusthall Avenue, London, W4","£2,000,000",Semi-Detached,5.0,2.0,"2,236 sq ft"
"Ransomes Dock, 35 - 37 Parkgate Road, Battersea, London, SW11","£2,000,000",Flat,3.0,2.0,"1,830 sq ft"
"Brook Green, London, W6","£2,000,000",Flat,3.0,2.0,"1,605 sq ft"
"Dukes Avenue, Muswell Hill","£2,000,000",House,5.0,2.0,Ask agent
"Bondway, Vauxhall","£2,000,000",Flat,3.0,3.0,Ask agent
"Brodrick Road, London, SW17","£2,000,000",Semi-Detached,6.0,3.0,"4,470 sq ft"
"Ascensis Tower, Battersea Reach","£2,000,000",Apartment,3.0,3.0,"1,943 sq ft"
"Filmer Road, London","£2,000,000",House,4.0,4.0,Ask agent
"Callow Street, Chelsea, London, SW3","£2,000,000",Apartment,3.0,2.0,"1,290 sq ft"
"Cumberland Terrace, Regent's Park, London, NW1, United Kingdom","£2,000,000",Flat,2.0,2.0,"1,138 sq ft"
"Brodrick Road, 
Upper Tooting, SW17","£2,000,000",Terraced,6.0,2.0,Ask agent
"Hallam Street, 
Marylebone, W1W","£2,000,000",Flat,2.0,2.0,"1,313 sq ft"
"Tredegar Square, Mile End, E3","£2,000,000",Semi-Detached,4.0,3.0,"2,377 sq ft"
"North Row, Mayfair, London","£2,000,000",Apartment,1.0,1.0,732 sq ft
"Sandy Lane, Richmond, TW10","£2,000,000",Detached,5.0,2.0,"2,293 sq ft"
"Athenaeum Road, Whetstone, London, N20","£2,000,000",Detached,6.0,3.0,"3,100 sq ft"
"De Beauvoir Road, London, N1","£2,000,000",House,3.0,2.0,"1,700 sq ft"
"Chatsworth Road, London, W5","£2,000,000",House,5.0,2.0,Ask agent
"Brockley View, Honor Oak Park, London, SE23","£2,000,000",Detached,6.0,5.0,"3,000 sq ft"
"Belsize Mews, Belsize Village, Belsize Park, NW3","£2,000,000",House,4.0,3.0,Ask agent
"Bassett Road, North Kensington, W10","£2,000,000",Apartment,2.0,2.0,"1,519 sq ft"
"Kinnerton Street, London, SW1X","£2,000,000",Apartment,3.0,2.0,"1,181 sq ft"
"Kidderpore Avenue, Hampstead, London NW3","£2,000,000",Flat,3.0,3.0,Ask agent
"Regents Place, Blackheath, London, SE3","£2,000,000",Detached,4.0,3.0,Ask agent
"Portobello Road, London, W11","£2,000,000",Apartment,2.0,1.0,886 sq ft
"Dawson Road, Cricklewood","£2,000,000",House,5.0,3.0,Ask agent
"Queen Anne's Gate, St James's, London, SW1H, United Kingdom","£2,000,000",Flat,1.0,1.0,738 sq ft
"Sloane Court West, Chelsea, London, SW3","£2,000,000",Flat,2.0,1.0,926 sq ft
"Lennox Gardens, Knightsbridge, London, SW1X, United Kingdom","£2,000,000",Flat,3.0,2.0,"1,208 sq ft"
"Craven Street, Strand WC2","£2,000,000",Apartment,3.0,3.0,"2,002 sq ft"
"Halliford Street, London, N1","£2,000,000",End of Terrace,3.0,2.0,"1,500 sq ft"
"Malvern Court, Onslow Square, South Kensington, SW7","£2,000,000",Apartment,3.0,2.0,"1,195 sq ft"
"Drayton Gardens, London, SW10","£2,000,000",Flat,3.0,3.0,"1,517 sq ft"
Filmer Road,"£2,000,000",End of Terrace,4.0,4.0,"2,078 sq ft"
"43 Garrett Mansions, London, W2","£2,000,000",Apartment,3.0,2.0,"1,024 sq ft"
"Powys Lane, London","£2,000,000",Detached,5.0,4.0,Ask agent
"St. John's Wood Park, St. John's Wood, London, NW8","£2,000,000",Apartment,3.0,2.0,"1,242 sq ft"
"Highbury Hill, 
Highbury, N5","£2,000,000",Terraced,4.0,2.0,Ask agent
"Halton Road, 
Islington, N1","£2,000,000",End of Terrace,3.0,2.0,Ask agent
"56 Longridge Road, Earls Court, London SW5 9SH","£2,000,000",Terraced,,,Ask agent
"Kersley Road, London","£2,000,000",Terraced,4.0,2.0,Ask agent
"Pembridge Villas, London, W11","£2,000,000",Apartment,2.0,1.0,"1,055 sq ft"
"Weymouth Mews, London, W1G","£2,000,000",House,2.0,2.0,912 sq ft
"Stanthorpe Road, Streatham, London, SW16","£2,000,000",Semi-Detached,10.0,10.0,"4,089 sq ft"
"Kensington Gardens Square, London, W2","£2,000,000",Apartment,2.0,2.0,"1,302 sq ft"
"Bethune Road, London","£2,000,000",House,7.0,1.0,Ask agent
"Kingsway, Holborn WC2","£2,000,000",Apartment,2.0,2.0,"1,498 sq ft"
"Cottenham Park Road, Wimbledon Village","£2,000,000",Semi-Detached,5.0,5.0,Ask agent
"Park Street, London, SW6","£1,899,000",Flat,3.0,3.0,"1,758 sq ft"
"Friern Barnet Lane, Friern Barnet, N20","£2,000,000",Detached,6.0,5.0,"4,145 sq ft"
"The Stage Shoreditch,
London,
EC2A","£2,000,000",Apartment,3.0,3.0,"1,686 sq ft"
"Bat Gardens, Kingston Upon Thames","£2,000,000",Semi-Detached,4.0,3.0,Ask agent
"Holmead Road, Fulham","£2,000,000",Terraced,4.0,2.0,"2,496 sq ft"
"Halcyon Wharf, Wapping High Street, London, E1W","£2,000,000",Town House,3.0,3.0,"1,733 sq ft"
Kensington High Street London W14,"£2,000,000",Apartment,3.0,2.0,Ask agent
"Elgin Crescent, Notting Hill Gate, London, W11","£2,000,000",Flat,4.0,2.0,"1,885 sq ft"
"Totteridge Park, Totteridge Common, London, N20","£2,000,000",House,4.0,4.0,"2,312 sq ft"
"Farleigh Road, London, N16","£2,000,000",Terraced,4.0,3.0,Ask agent
"Victoria Avenue, Finchley, N3","£2,000,000",Semi-Detached,7.0,4.0,"3,225 sq ft"
"Westmoreland Terrace, Pimlico, London, SW1V","£2,000,000",House,4.0,3.0,"1,856 sq ft"
"Addison Place, London, W11","£2,000,000",Mews,2.0,2.0,"1,153 sq ft"
"The Corniche, 23 Albert Embankment, London","£2,000,000",Apartment,3.0,3.0,"1,349 sq ft"
"The Grove, Ealing","£2,000,000",House,4.0,1.0,"2,739 sq ft"
"Cottenham Park Road, Wimbledon, London, SW20","£2,000,000",Semi-Detached,5.0,4.0,"2,795 sq ft"
"Villiers Street, Strand WC2","£2,000,000",Apartment,2.0,2.0,"1,356 sq ft"
"Tredegar Square, LONDON, E3","£2,000,000",Semi-Detached,4.0,4.0,"2,377 sq ft"
"Lupus Street, London, SW1V","£2,000,000",Terraced,4.0,3.0,"2,007 sq ft"
"Lawrie Park Avenue, London, SE26","£2,000,000",House,7.0,5.0,"3,682 sq ft"
"Bangalore Street, Putney","£2,000,000",Terraced,4.0,3.0,Ask agent
"St. Georges Square, London, SW1V","£2,000,000",Apartment,3.0,3.0,"1,536 sq ft"
"Dawson Road, London, NW2","£2,000,000",Semi-Detached,5.0,3.0,"2,665 sq ft"
"Southbank Tower, 55 Upper Ground, London, SE1","£2,000,000",Apartment,2.0,2.0,"1,372 sq ft"
"Palace Gate, London, W8","£2,000,000",Apartment,3.0,2.0,Ask agent
"East Barnet, London, EN4","£2,000,000",Semi-Detached,5.0,3.0,Ask agent
"Willes Road, London, NW5","£2,000,000",Semi-Detached,4.0,2.0,"1,625 sq ft"
